freq_Hz,PSD_x
0.0,31.968279518338303
0.048828125,106.58917904737842
0.09765625,92.28424369629589
0.146484375,66.60092815548406
0.1953125,64.75335035971585
0.244140625,68.73208918375343
0.29296875,60.63612948594181
0.341796875,39.839411266901976
0.390625,43.29071710726254
0.439453125,38.132723370657054
0.48828125,34.0324688921006
0.537109375,28.007200727908607
0.5859375,46.51294117629601
0.634765625,48.326909073101895
0.68359375,50.94180567887557
0.732421875,33.89570315518789
0.78125,27.344376885818377
0.830078125,22.407499538510198
0.87890625,31.00620038589017
0.927734375,24.648704028284545
0.9765625,22.057008421050206
1.025390625,26.06025986508483
1.07421875,26.714668076891027
1.123046875,21.891965075308917
1.171875,19.16448894429093
1.220703125,15.97267530960338
1.26953125,14.156587180002374
1.318359375,14.908849577646478
1.3671875,16.119123608386825
1.416015625,13.467782680794373
1.46484375,9.665877616922462
1.513671875,6.434886063654813
1.5625,7.3151651527846075
1.611328125,7.8679632365932015
1.66015625,7.03015969148301
1.708984375,6.217768828512912
1.7578125,4.914015545884027
1.806640625,6.8391823519833945
1.85546875,5.632063152318612
1.904296875,5.775016197581939
1.953125,6.755584058838999
2.001953125,7.346923882289794
2.05078125,3.5124041880641035
2.099609375,3.1659712986825888
2.1484375,2.398196543429382
2.197265625,2.247244696381065
2.24609375,2.57597716729001
2.294921875,2.573249310642175
2.34375,1.9451894382127706
2.392578125,1.610017638147626
2.44140625,1.5960427966029471
2.490234375,1.992659876668993
2.5390625,1.582719318264454
2.587890625,1.5101249682813058
2.63671875,1.596038085269202
2.685546875,1.655515091640699
2.734375,1.2178444358072105
2.783203125,0.7462908782909037
2.83203125,0.6225301493047216
2.880859375,0.48227217775760434
2.9296875,0.4628947784720677
2.978515625,0.3353302205494515
3.02734375,0.3963021700329905
3.076171875,0.40571834015429037
3.125,0.35316072517646874
3.173828125,0.3734095992085174
3.22265625,0.3964016271469393
3.271484375,0.4085732842593919
3.3203125,0.4403240896695547
3.369140625,0.2197532662988053
3.41796875,0.14871429572438136
3.466796875,0.13555848431793124
3.515625,0.15208777944458496
3.564453125,0.25892442643047514
3.61328125,0.1567212405392681
3.662109375,0.09261400868131599
3.7109375,0.09327712634571124
3.759765625,0.1223442660127167
3.80859375,0.1407379199805023
3.857421875,0.136923232397512
3.90625,0.08105067265555306
3.955078125,0.08189147792536869
4.00390625,0.09630018143681048
4.052734375,0.0922235357644936
4.1015625,0.05947250096004838
4.150390625,0.04091903688449952
4.19921875,0.0308919335792331
4.248046875,0.03326924693803529
4.296875,0.030752767410456
4.345703125,0.018290377995932274
4.39453125,0.025618027652195716
4.443359375,0.02534974000423974
4.4921875,0.029658654892456626
4.541015625,0.02337084969866079
4.58984375,0.014339290867179966
4.638671875,0.015842061112562197
4.6875,0.013688127422967447
4.736328125,0.013633596501501059
4.78515625,0.011623799636996618
4.833984375,0.012804110414850453
4.8828125,0.01627781641401023
4.931640625,0.009072268018515838
4.98046875,0.005657118781492969
5.029296875,0.0060316382666752225
5.078125,0.007936039698113802
5.126953125,0.006865436803294024
5.17578125,0.006010344254420472
5.224609375,0.004491626861462614
5.2734375,0.004114520952836609
5.322265625,0.005615788887560901
5.37109375,0.006472575355549216
5.419921875,0.004907681234911054
5.46875,0.002721091018743705
5.517578125,0.0028057655058581423
5.56640625,0.003079106703007963
5.615234375,0.0024214411953268943
5.6640625,0.0014513837780424383
5.712890625,0.0015652681714878917
5.76171875,0.0018276873997886533
5.810546875,0.0019759817396182234
5.859375,0.0013383660463400998
5.908203125,0.0009739325551226799
5.95703125,0.000957119104952658
6.005859375,0.0006279175621422794
6.0546875,0.0006959871491823788
6.103515625,0.0008743496522733093
6.15234375,0.0009793931479738943
6.201171875,0.000790250395133916
6.25,0.0005195481807691605
6.298828125,0.0005485300162981463
6.34765625,0.0003310332669236957
6.396484375,0.0003446109348608035
6.4453125,0.00047906250551142774
6.494140625,0.0004311495411394159
6.54296875,0.0005910250107940146
6.591796875,0.0004166722810495807
6.640625,0.00032911336812846203
6.689453125,0.00035485321036003795
6.73828125,0.0003060539154128925
6.787109375,0.00018924050268295152
6.8359375,0.00015066651168265633
6.884765625,0.00016564481673501374
6.93359375,9.926397765001963e-05
6.982421875,9.067170541763429e-05
7.03125,0.000129529301923494
7.080078125,0.00011586763275954752
7.12890625,0.00014063487597316753
7.177734375,0.0001170136296171851
7.2265625,7.95221372092673e-05
7.275390625,5.745998014812757e-05
7.32421875,4.44356346314243e-05
7.373046875,4.200722046801955e-05
7.421875,9.139254838758665e-05
7.470703125,9.386719328242865e-05
7.51953125,6.20380304066678e-05
7.568359375,2.7990917008440185e-05
7.6171875,2.9166684078496687e-05
7.666015625,2.9593780511756415e-05
7.71484375,4.493410406859644e-05
7.763671875,2.8307813872448854e-05
7.8125,2.303783529818279e-05
7.861328125,3.483569443734799e-05
7.91015625,2.6273755509305806e-05
7.958984375,1.9706919916854664e-05
8.0078125,1.6615766640301876e-05
8.056640625,1.3510618797412415e-05
8.10546875,1.1268003336320196e-05
8.154296875,1.0433755976830725e-05
8.203125,1.3207905515451153e-05
8.251953125,1.0718858443230625e-05
